a			ʌ
spousal		spawˈzʌl
spouse			spawˈs
spouse's		spawˈsɪz
spouses		spawˈsʌz
spouses(1)		spawˈsɪz
spout			spawˈt
spouted		spawˈtʌd
spouting		spawˈtɪŋ
spouts			spawˈts
spracklen		spɹæˈkʌlʌn
spradley		spɹæˈdli
spradlin		spɹæˈdlɪn
spradling		spɹæˈdlɪŋ
spragg			spɹæˈg
spraggins		spɹæˈgɪnz
sprague		spɹejˈg
sprague's		spɹejˈgz
sprain			spɹejˈn
sprained		spɹejˈnd
sprains		spɹejˈnz
spraker		spɹejˈkɜɹ
sprang			spɹæˈŋ
spranger		spɹæˈŋɜɹ
sprankle		spɹæˈŋkʌl
spratley		spɹæˈtli
spratlin		spɹæˈtlɪn
spratling		spɹæˈtlɪŋ
spratt			spɹæˈt
sprawl			spɹɔˈl
sprawled		spɹɔˈld
sprawling		spɹɔˈlɪŋ
sprawls		spɹɔˈlz
spray			spɹejˈ
sprayberry		spɹejˈbɛˌɹi
sprayed		spɹejˈd
sprayer		spɹejˈɜɹ
sprayers		spɹejˈɜɹz
spraying		spɹejˈɪŋ
sprays			spɹejˈz
spread			spɹɛˈd
spreader		spɹɛˈdɜɹ
spreading		spɹɛˈdɪŋ
spreads		spɹɛˈdz
spreadsheet		spɹɛˈdʃiˌt
spreadsheets		spɹɛˈdʃiˌts
sprecher		spɹɛˈkɜɹ
spreckels		spɹɛˈkʌlz
spree			spɹiˈ
spreeman		spɹiˈmʌn
spreen			spɹiˈn
sprees			spɹiˈz
sprehe			spɹiˈh
spreitzer		spɹajˈtzɜɹ
spreng			spɹɛˈŋ
sprenger		spɹɛˈndʒɜɹ
sprenkle		spɹɛˈŋkʌl
sprick			spɹɪˈk
sprigg			spɹɪˈg
sprigged		spɹɪˈgd
spriggs		spɹɪˈgz
sprightly		spɹajˈtli
spring			spɹɪˈŋ
spring(1)		spɜɹɪˈŋ
spring's		spɹɪˈŋz
springboard		spɹɪˈŋbɔˌɹd
springborn		spɹɪˈŋgbɜɹn
springdale		spɹɪˈŋdejˌl
springer		spɹɪˈŋɜɹ
springerville		spɹɪˈŋɜɹvɪˌl
springfield		spɹɪˈŋfiˌld
springfield's		spɹɪˈŋfiˌldz
springing		spɹɪˈŋɪŋ
springman		spɹɪˈŋmʌn
springs		spɹɪˈŋz
springs(1)		spɜɹɪˈŋz
springstead		spɹɪˈŋstɛˌd
springsteen		spɹɪˈŋstiˌn
springsteen's		spɹɪˈŋstiˌnz
springston		spɹɪˈŋstʌn
springtime		spɹɪˈŋtajˌm
sprinkel		spɹɪˈŋkʌl
sprinkle		spɹɪˈŋkʌl
sprinkled		spɹɪˈŋkʌld
sprinkler		spɹɪˈŋklɜɹ
sprinkler(1)		spɹɪˈŋkʌlɜɹ
sprinklers		spɹɪˈŋklɜɹz
sprinklers(1)		spɹɪˈŋkʌlɜɹz
sprinkles		spɹɪˈŋkʌlz
sprinkling		spɹɪˈŋklɪŋ
sprinkling(1)		spɹɪˈŋkʌlɪŋ
sprint			spɹɪˈnt
sprint's		spɹɪˈnts
sprinted		spɹɪˈntɪd
sprinter		spɹɪˈntɜɹ
sprinters		spɹɪˈntɜɹz
sprinting		spɹɪˈntɪŋ
sprints		spɹɪˈnts
sprite			spɹajˈt
sprizzo		spɹɪˈzow
sproat			spɹowˈt
sprock			spɹɑˈk
sprocket		spɹɑˈkʌt
sprogus		spɹowˈgʌs
sprogus's		spɹowˈgʌsɪz
sproles		spɹowˈlz
sprong			spɹɔˈŋ
sprott			spɹɑˈt
sproul			spɹawˈl
sproule		spɹuˈl
sproull		spɹuˈl
sprouls		spɹawˈlz
sprouse		spɹawˈs
sprout			spɹawˈt
sproutaphile		spɹawˈtʌfajl
sproutaphiles		spɹawˈtʌfajlz
sprouted		spɹawˈtʌd
sprouted(1)		spɹawˈtɪd
sprouting		spɹawˈtɪŋ
sprouts		spɹawˈts
sprow			spɹawˈ
sprowl			spɹawˈl
sprowle		spɹawˈʌl
sprowls		spɹawˈlz
spruce			spɹuˈs
spruced		spɹuˈst
sprucing		spɹuˈsɪŋ
spruell		spɹuˈl
spruiell		spɹuˈl
spruill		spɹuˈl
sprung			spɹʌˈŋ
sprunger		spɹʌˈŋɜɹ
spry			spɹajˈ
spud			spʌˈd
spud's			spʌˈdz
spuds			spʌˈdz
spuhler		spuˈlɜɹ
spun			spʌˈn
spunk			spʌˈŋk
spunky			spʌˈŋki
spur			spɜɹˈ
spurdle		spɜɹˈdʌl
spurge			spɜɹˈdʒ
spurgeon		spɜɹˈdʒɪn
spurgin		spɜɹˈdʒɪn
spurious		spjʊˈɹiʌs
spurious(1)		spɜɹˈiʌs
spurlin		spɜɹˈlɪn
spurling		spɜɹˈlɪŋ
spurlock		spɜɹˈlɑˌk
spurn			spɜɹˈn
spurned		spɜɹˈnd
spurning		spɜɹˈnɪŋ
spurns			spɜɹˈnz
spurr			spɜɹˈ
spurred		spɜɹˈd
spurrier		spɜɹˈiɜɹ
spurring		spɜɹˈɪŋ
spurs			spɜɹˈz
spurt			spɜɹˈt
spurted		spɜɹˈtɪd
spurting		spɜɹˈtɪŋ
spurts			spɜɹˈts
sputnik		spʌˈtnɪk
sputniks		spʌˈtnɪks
sputter		spʌˈtɜɹ
sputtered		spʌˈtɜɹd
sputtering		spʌˈtɜɹɪŋ
sputters		spʌˈtɜɹz
sputum			spjuˈtʌm
spy			spajˈ
spy's			spajˈz
spycatcher		spajˈkæˌtʃɜɹ
spychalski		spɪhɑˈlski
spyglass		spajˈglæˌs
spying			spajˈɪŋ
spyker			spajˈkɜɹ
spyware		spajˈwɛˌɹ
squabble		skwɑˈbʌl
squabbled		skwɑˈbʌld
squabbles		skwɑˈbʌlz
squabbling		skwɑˈbʌlɪŋ
squabbling(1)		skwɑˈblɪŋ
squad			skwɑˈd
squad's		skwɑˈdz
squadron		skwɑˈdɹʌn
squadrons		skwɑˈdɹʌnz
squads			skwɑˈdz
squalid		skwɑˈlʌd
squall			skwɔˈl
squalls		skwɔˈlz
squalor		skwɑˈlɜɹ
squander		skwɑˈndɜɹ
squandered		skwɑˈndɜɹd
squandering		skwɑˈndɜɹɪŋ
squanders		skwɑˈndɜɹz
square			skwɛˈɹ
squared		skwɛˈɹd
squarely		skwɛˈɹli
squares		skwɛˈɹz
squaring		skwɛˈɹɪŋ
squash			skwɑˈʃ
squashed		skwɑˈʃt
squashing		skwɑˈʃɪŋ
squashy		skwɑˈʃi
squat			skwɑˈt
squats			skwɑˈts
squatter		skwɑˈtɜɹ
squatters		skwɑˈtɜɹz
squatting		skwɑˈtɪŋ
squatty		skwɑˈti
squawk			skwɔˈk
squawking		skwɔˈkɪŋ
squawks		skwɔˈks
squeak			skwiˈk
squeaked		skwiˈkt
squeaker		skwiˈkɜɹ
squeakers		skwiˈkɜɹz
squeaking		skwiˈkɪŋ
squeaks		skwiˈks
squeaky		skwiˈki
squeal			skwiˈl
squealing		skwiˈlɪŋ
squeals		skwiˈlz
squeamish		skwiˈmɪʃ
squeamishness		skwiˈmɪʃnʌs
squeegee		skwiˈdʒi
squeeze		skwiˈz
squeezed		skwiˈzd
squeezes		skwiˈzɪz
squeezing		skwiˈzɪŋ
squelch		skwɛˈltʃ
squelched		skwɛˈltʃt
squelching		skwɛˈltʃɪŋ
squibb			skwɪˈb
squibb's		skwɪˈbz
squid			skwɪˈd
squier			skwajˈɜɹ
squiers		skwajˈɜɹz
squiggle		skwɪˈgʌl
squiggles		skwɪˈgʌlz
squillace		skwɪˈlʌs
squillacote		skwɪˈlʌkowt
squillacote's		skwɪˈlʌkowts
squillante		skwilɑˈntej
squint			skwɪˈnt
squinting		skwɪˈntɪŋ
squire			skwajˈɹ
squires		skwajˈɜɹz
squirm			skwɜɹˈm
squirming		skwɜɹˈmɪŋ
squirms		skwɜɹˈmz
squirrel		skwɜɹˈʌl
squirreled		skwɜɹˈʌld
squirrels		skwɜɹˈʌlz
squirt			skwɜɹˈt
squirted		skwɜɹˈtʌd
squirted(1)		skwɜɹˈtɪd
squirting		skwɜɹˈtɪŋ
squirts		skwɜɹˈts
squishy		skwɪˈʃi
squitieri		skwitɪˈɹi
squyres		skwajˈɹz
sr			siˈnjɜɹ
sr(1)			sɪˈstɜɹ
srader			ʃɹejˈdɜɹ
sram			ʃɹæˈm
sram(1)		ɛˈsɹæˈm
sramek			ʃɹæˈmɪk
srdan			sɜɹˈdæˌn
srebrenica		sɹejˌbɹɛniˈtsʌ
srebrenica(1)		ʃɹejˌbɹʌniˈtsʌ
srebrenica's		sɹejˌbɹɛniˈtsʌz
srebrenica's(1)	ʃɹejˌbɹʌniˈtsʌz
sremac			sɹiˈmæˌk
sri			ʃɹiˈ
sri(1)			ɛˈsɑˈɹajˈ
sri(2)			sɹiˈ
sri-lanka		sɹiˈlæˈŋkʌ
sri-lanka(1)		ʃɹiˈlæˈŋkʌ
srinagar		sɹiˈnʌgɑˌɹ
srinagar(1)		ʃɹiˈnʌgɑˌɹ
srinagarb		sɹiˈnʌgɑˌɹb
srinagarb(1)		ʃɹiˈnʌgɑˌɹb
srinivas		sɹiˈnɪvɑˌs
srinivasan		sɹinivɑsɑˈn
srinivasan(1)		ʃɹinivɑsɑˈn
sriram			sɹiˈɹɑˌm
sriram(1)		ʃɹiˈɹɑˌm
srivastava		sɹivɑstɑˈvʌ
srivastava(1)		ʃɹivɑstɑˈvʌ
srock			ʃɹɑˈk
sroge			ʃɹowˈg
sroka			ʃɹowˈkʌ
sroufe			ʃɹowˈf
srpska			sɹʌˈpskʌ
ssangyong		sæˈŋjɔˌŋ
st			stɹiˈt
st(1)			sejˈnt
st-james		sejˈntdʒejˈmz
st-johns		sejˈntdʒɑˈnz
sta			stʌˈ
sta(1)			ɛˈstiˈejˈ
staab			stɑˈb
staack			stɑˈk
staal			stɑˈl
staar			stɑˈɹ
staar's		stɑˈɹz
staas			stɑˈz
staat			stɑˈt
staats			stɑˈts
stab			stæˈb
stabbed		stæˈbd
stabbing		stæˈbɪŋ
stabbings		stæˈbɪŋz
stabenow		stæˈbɪnow
stabile		stejˈbɪl
stability		stʌbɪˈlɪti
stabilization		stejˌbʌlʌzejˈʃʌn
stabilize		stejˈbʌlajˌz
stabilized		stejˈbʌlajˌzd
stabilizer		stejˈbʌlajˌzɜɹ
stabilizers		stejˈbʌlajˌzɜɹz
stabilizes		stejˈbʌlajˌzʌz
stabilizes(1)		stejˈbʌlajˌzɪz
stabilizing		stejˈbʌlajˌzɪŋ
stable			stejˈbʌl
stabler		stejˈbʌlɜɹ
stabler(1)		stejˈblɜɹ
stables		stejˈbʌlz
stablest		stejˈbʌlʌst
stabley		stæˈbli
stabs			stæˈbz
stac			stæˈk
stac's			stæˈks
staccato		stʌkɑˈtowˌ
stacey			stejˈsi
stach			stæˈtʃ
stachnik		stæˈknɪk
stachowiak		stʌtʃawˈiæk
stachowicz		stɑˈtʃʌvɪtʃ
stachowski		stʌtʃɔˈfski
stachura		stɑtʃʊˈɹʌ
stachurski		stʌtʃɜɹˈski
stacia			stɑˈtʃʌ
stacie			stejˈsi
stack			stæˈk
stacked		stæˈkt
stacker		stæˈkɜɹ
stackhouse		stæˈkhawˌs
stacking		stæˈkɪŋ
stackpole		stæˈkpowˌl
stacks			stæˈks
stacy			stejˈsi
stade			stejˈd
stadel			stæˈdʌl
stadelman		stæˈdʌlmʌn
stader			stejˈdɜɹ
stadia			stejˈdiʌ
stadium		stejˈdiʌm
stadium's		stejˈdiʌmz
stadiums		stejˈdiʌmz
stadler		stæˈdlɜɹ
stadnik		stæˈdnɪk
stadt			stæˈdt
stadtlander		ʃtæˈtlæˌndɜɹ
stadtmiller		ʃtæˈtmɪˈlɜɹ
staebell		stɛˈbɛl
staebler		stejˈlɜɹ
staehle		stejˈl
staff			stæˈf
staff's		stæˈfs
staffa			stɑˈfʌ
staffed		stæˈft
staffer		stæˈfɜɹ
staffers		stæˈfɜɹz
staffieri		stɑfɪˈɹi
staffing		stæˈfɪŋ
stafford		stæˈfɜɹd
stafford's		stæˈfɜɹdz
staffordshire		stæˈfɜɹdʃɜɹ
staffordshire(1)	stæˈfɜɹdʃajˌɜɹ
staffordshire's	stæˈfɜɹdʃɜɹz
staffordshire's(1)	stæˈfɜɹdʃajˌɜɹz
staffs			stæˈfs
stag			stæˈg
stage			stejˈdʒ
stagecoach		stejˈdʒkowˌtʃ
stagecraft		stejˈdʒkɹæˌft
staged			stejˈdʒd
stagehand		stejˈdʒhæˌnd
stagehands		stejˈdʒhæˌndz
stager			stejˈdʒɜɹ
stages			stejˈdʒʌz
stages(1)		stejˈdʒɪz
stagflate		stæˌgflejˈt
stagflation		stægflejˈʃʌn
stagg			stæˈg
stagger		stæˈgɜɹ
staggered		stæˈgɜɹd
staggering		stæˈgɜɹɪŋ
staggers		stæˈgɜɹz
staggs			stæˈgz
staging		stejˈdʒɪŋ
stagliano		stɑgliɑˈnow
stagnant		stæˈgnʌnt
stagnaro		stɑgnɑˈɹow
stagnate		stæˈgnejˌt
stagnated		stæˈgnejˌtɪd
stagnating		stæˈgnejˌtɪŋ
stagnation		stægnejˈʃʌn
stagner		stæˈgnɜɹ
stahl			stɑˈl
stahlberg		stɑˈlbɜɹg
stahle			stejˈhʌl
stahlecker		stɑˈlɪkɜɹ
stahler		stɑˈlɜɹ
stahley		stæˈli
stahlhut		stɑˈlhʌt
stahlman		stɑˈlmʌn
stahly			stæˈli
stahmer		stɑˈmɜɹ
stahnke		stæˈŋk
stahr			stæˈɹ
stai			stɑˈi
staib			stejˈb
staid			stejˈd
staiger		stajˈgɜɹ
stailey		stejˈli
stain			stejˈn
stainback		stejˈnbæˌk
stainbrook		stejˈnbɹʊˌk
stained		stejˈnd
staines		stejˈnz
staining		stejˈnɪŋ
stainless		stejˈnlʌs
stainmaster		stejˈnmæˌstɜɹ
stains			stejˈnz
stair			stɛˈɹ
staircase		stɛˈɹkejˌs
staircases		stɛˈɹkejˌsɪz
stairs			stɛˈɹz
stairway		stɛˈɹwejˌ
stairways		stɛˈɹwejˌz
stairwell		stɛˈɹwɛˌl
stairwells		stɛˈɹwɛˌlz
stake			stejˈk
stake's		stejˈks
stake-out		stejˈkawˈt
staked			stejˈkt
stakeholder		stejˈkhowˌldɜɹ
stakeholders		stejˈkhowˌldɜɹz
stakeout		stejˈkawˌt
stakeouts		stejˈkawˌts
staker			stejˈkɜɹ
stakes			stejˈks
staking		stejˈkɪŋ
stalcup		stɔˈlkʌˌp
stalder		stɔˈldɜɹ
stale			stejˈl
stalemate		stejˈlmejˌt
stalemated		stejˈlmejˌtɪd
staley			stejˈli
staley's		stejˈliz
stalin			stɑˈlʌn
stalin's		stɑˈlɪnz
stalingrad		stæˈlɪngɹæˌd
stalinism		stæˈlɪnɪˌzʌm
stalinist		stɑˈlɪnɪst
stalinistic		stɑˌlɪnɪˈstɪk
stalinists		stæˈlɪnɪsts
stalinization		stæˌlɪnɪzejˈʃʌn
stalinize		stæˈlɪnajˌz
stalk			stɔˈk
stalked		stɔˈkt
stalker		stɔˈkɜɹ
stalkers		stɔˈkɜɹz
stalking		stɔˈkɪŋ
stalks			stɔˈks
stalky			stɔˈki
stall			stɔˈl
stallard		stæˈlɜɹd
stallcup		stɔˈlkʌˌp
stalled		stɔˈld
staller		stɔˈlɜɹ
stallibrass		stæˈlɪbɹæs
stalling		stɔˈlɪŋ
stallings		stɔˈlɪŋz
stallion		stæˈljʌn
stallions		stæˈljʌnz
stallkamp		stɔˈlkæˌmp
stallman		stɔˈlmʌn
stallone		stʌlowˈn
stallone's		stʌlowˈnz
stalls			stɔˈlz
stallsmith		stɔˈlsmɪˌθ
stallworth		stɔˈlwɜɹˌθ
stalnaker		stæˈlnʌkɜɹ
staloff		stæˈlɔf
stalon			stejˈlʌn
stalowa		stʌlowˈʌ
stalter		stɔˈltɜɹ
stalvey		stæˈlvi
stalwart		stɔˈlwɜɹt
stalwarts		stɔˈlwɜɹts
stalzer		stejˈlzɜɹ
stam			stæˈm
stamand		stæˈmʌnd
stamant		stæˈmʌnt
stamas			stɑˈmʌz
stamaty		stæˈmʌti
stambaugh		stæˈmbɔ
stamberg		stæˈmbɜɹg
stamenson		stejˈmʌnsʌn
stamer			stejˈmɜɹ
stamey			stejˈmi
stamford		stæˈmfɜɹd
stamina		stæˈmʌnʌ
stamler		stæˈmlɜɹ
stamm			stæˈm
stammen		stæˈmʌn
stammer		stæˈmɜɹ
stamos			stejˈmowz
stamour		stʌmʊˈɹ
stamp			stæˈmp
stamped		stæˈmpt
stampede		stæmpiˈd
stampeded		stæmpiˈdʌd
stampeded(1)		stæmpiˈdɪd
stampeding		stæmpiˈdɪŋ
stamper		stæˈmpɜɹ
stampfli		stæˈmpfli
stamping		stæˈmpɪŋ
stampings		stæˈmpɪŋz
stampley		stæˈmpli
stamps			stæˈmps
stan			stæˈn
stan's			stæˈnz
stanadyne		stæˈnʌdajˌn
stanaland		stæˈnʌlʌnd
stanard		stæˈnɜɹd
stanaway		stæˈnʌwej
stanback		stæˈnbæˌk
stanberry		stæˈnbɛˌɹi
stanbery		stæˈnbɜɹi
stanbic		stæˈnbɪk
stanbrough		stæˈnbɹaw
stanbury		stæˈnbɛˌɹi
stance			stæˈns
stances		stæˈnsɪz
stanch			stæˈntʃ
stanched		stæˈntʃt
stanchfield		stæˈntʃfild
stanching		stæˈntʃɪŋ
stancik		stæˈnsɪk
stancil		stæˈnsɪl
stancill		stæˈnsɪl
stancliff		stæˈnklɪf
stanco			stæˈŋkow
stanczak		stæˈntʃæk
stanczyk		stæˈntʃɪk
stand			stæˈnd
standa			stæˈndʌ
standard		stæˈndɜɹd
standard's		stæˈndɜɹdz
standard-bearer	stæˈndɜɹdbɛˈɹɜɹ
standard-bearers	stæˈndɜɹdbɛˈɹɜɹz
standardization	stændɜɹdɪzejˈʃʌn
standardize		stæˈndɜɹdajˌz
standardized		stæˈndɜɹdajˌzd
standardizing		stæˈndɜɹdajˌzɪŋ
standards		stæˈndɜɹdz
standby		stæˈndbajˈ
standbys		stæˈndbajˌz
standefer		stæˈndɪfɜɹ
standen		stæˈndʌn
stander		stæˈndɜɹ
standerfer		stæˈndɜɹfɜɹ
standerford		stæˈndɜɹfɜɹd
standex		stæˈndʌks
standfield		stæˈndfiˌld
standifer		stæˈndɪfɜɹ
standiford		stæˈndɪfɜɹd
standin'		stæˈndɪn
standing		stæˈndɪŋ
standings		stæˈndɪŋz
standish		stæˈndɪʃ
standlee		stæˈndliˌ
standley		stæˈndli
standoff		stæˈndɔˌf
standoffs		stæˈndɔˌfs
standout		stæˈndawˌt
standouts		stæˈndawˌts
standpoint		stæˈndpɔjˌnt
standpoints		stæˈndpɔjˌnts
standre		stæˈndɜɹ
standridge		stæˈndɹɪdʒ
stands			stæˈndz
standstill		stæˈndstɪˌl
standup		stæˈndʌˌp
stanek			stæˈnɪk
stanfield		stæˈnfiˌld
stanfill		stæˈnfʌl
stanford		stæˈnfɜɹd
stanford's		stæˈnfɜɹdz
stanforth		stæˈnfɜɹθ
stang			stæˈŋ
stanga			stɑˈŋgʌ
stange			stæˈndʒ
stangel		stejˈŋgʌl
stangeland		stejˈŋgɪlʌnd
stangeland(1)		stejˈŋglʌnd
stangelo		stɑŋgɛˈlow
stanger		stæˈŋɜɹ
stangl			stæˈŋgʌl
stangland		stæˈŋglʌnd
stangle		stæˈŋgʌl
stangler		stæˈŋgʌlɜɹ
stangler(1)		stæˈŋglɜɹ
stango			stɑˈŋgow
stanhope		stæˈnʌp
staniar		stejˈniɑɹ
stanich		stæˈnɪtʃ
stanifer		stæˈnɪfɜɹ
stanis			stæˈnɪs
stanish		stæˈnɪʃ
stanislas		stʌnɪˈslʌs
stanislav		stæˈnɪslɑv
stanislaw		stæˈnɪslɔˌ
stanislawski		stʌnɪslɑˈfski
staniszewski		stʌnɪʃɛˈfski
stank			stæˈŋk
stanke			stæˈŋk
stankevich		stæˈŋkʌvɪˌtʃ
stankey		stæˈŋki
stankiewicz		stæˈnkʌvɪtʃ
stanko			stæˈŋkow
stankovich		stæˈŋkʌvɪtʃ
stankowski		stʌŋkɔˈfski
stankus		stæˈŋkʌs
stanleigh		stæˈnlʌ
stanley		stæˈnli
stanley's		stæˈnliz
stanleytown		stæˈnlitawˌn
stanline		stæˈnlajˌn
stanly			stæˈnli
stanmore		stæˈnmɔɹ
stann			stæˈn
stannard		stæˈnɜɹd
stannie		stæˈni
stano			stɑˈnow
stanphill		stæˈnphɪˌl
stansberry		stæˈnsbɛˌɹi
stansbury		stæˈnsbɛɹi
stansel		stæˈnsʌl
stansell		stæˈnsʌl
stansfield		stæˈnsfild
stansky		stæˈnski
stant			stæˈnt
stanton		stæˈntʌn
stanway		stæˈnwejˌ
stanwick		stæˈnwɪk
stanwood		stæˈnwʊˌd
stanza			stæˈnzʌ
stanzas		stæˈnzʌz
stanzione		stɑnziowˈni
stapel			stæˈpʌl
stapf			stæˈpf
staph			stæˈf
staphylococcus		stæˌfʌlʌkɔˈkʌs
staple			stejˈpʌl
stapled		stejˈpʌld
stapler		stejˈpʌlɜɹ
stapler(1)		stejˈplɜɹ
staplers		stejˈpʌlɜɹz
staplers(1)		stejˈplɜɹz
staples		stejˈpʌlz
stapleton		stejˈpʌltʌn
stapley		stæˈpli
stapling		stejˈpʌlɪŋ
stapling(1)		stejˈplɪŋ
stapp			stæˈp
star			stɑˈɹ
star's			stɑˈɹz
starace		stɑɹɑˈtʃi
starbird		stɑˈɹbɜɹˌd
starboard		stɑˈɹbɜɹd
starboards		stɑˈɹbɜɹɹdz
starboards(1)		stɑˈɹbɔˌɹdz
starbuck		stɑˈɹbʌˌk
starbuck's		stɑˈɹbʌˌks
starbucks		stɑˈɹbʌˌks
starcevich		stɑˈɹsɪvɪtʃ
starch			stɑˈɹtʃ
starched		stɑˈɹtʃt
starcher		stɑˈɹtʃɜɹ
starches		stɑˈɹtʃɪz
starchlike		stɑˈɹtʃlajˌk
starchy		stɑˈɹtʃi
starck			stɑˈɹk
starckmann		stɑˈɹkmʌn
starcraft		stɑˈɹkɹæˌft
starcross		stɑˈɹkɹɔˌs
stardel		stɑˈɹdɛˌl
stardent		stɑˈɹdɛˌnt
stardom		stɑˈɹdʌm
stardust		stɑˈɹdʌˌst
stare			stɛˈɹ
stared			stɛˈɹd
starer			stɛˈɹɜɹ
stares			stɛˈɹz
starfish		stɑˈɹfɪˌʃ
stargate		stɑˈɹgejˌt
stargates		stɑˈɹgejˌts
stargazer		stɑˈɹgejˌzɜɹ
stargazers		stɑˈɹgejˌzɜɹz
starin			stæˈɹɪn
staring		stɛˈɹɪŋ
stark			stɑˈɹk
stark's		stɑˈɹks
starke			stɑˈɹk
starkel		stɑˈɹkʌl
starker		stɑˈɹkɜɹ
starkes		stɑˈɹks
starkey		stɑˈɹkiˌ
starkist		stɑˈɹkɪst
starkly		stɑˈɹkli
starkman		stɑˈɹkmʌn
starkness		stɑˈɹknɪs
starkovich		stɑˈɹkʌvɪtʃ
starks			stɑˈɹks
starkweather		stɑˈɹkwɛˌðɜɹ
starlet		stɑˈɹlʌt
starlets		stɑˈɹlʌts
starlight		stɑˈɹlajˌt
starlike		stɑˈɹlajˌk
starlin		stɑˈɹlɪn
starling		stɑˈɹlɪŋ
starliper		stɑˈɹlɪpɜɹ
starlit		stɑˈɹlɪt
starman		stɑˈɹmʌn
starmer		stɑˈɹmɜɹ
starn			stɑˈɹn
starner		stɑˈɹnɜɹ
starnes		stɑˈɹnz
starns			stɑˈɹnz
starodubstev		stɑˌɹowdʌˈbstɛv
staron			stæˈɹʌn
starplex		stɑˈɹplɛˌks
starpointe		stɑˈɹpɔjˌnt
starr			stɑˈɹ
starr's		stɑˈɹz
starred		stɑˈɹd
starrett		stæˈɹɪt
starring		stɑˈɹɪŋ
starrs			stɑˈɹz
starry			stɑˈɹi
stars			stɑˈɹz
stars'			stɑˈɹz
starship		stɑˈɹʃɪˌp
starsight		stɑˈɹsajˌt
starstream		stɑˈɹstɹiˌm
starstruck		stɑˈɹstɹʌˌk
start			stɑˈɹt
start-up		stɑˈɹtʌˌp
start-ups		stɑˈɹtʌˈps
started		stɑˈɹtʌd
started(1)		stɑˈɹtɪd
starter		stɑˈɹtɜɹ
starters		stɑˈɹtɜɹz
starting		stɑˈɹtɪŋ
startle		stɑˈɹtʌl
startled		stɑˈɹtʌld
startles		stɑˈɹtʌlz
startling		stɑˈɹtlɪŋ
startlingly		stɑˈɹtlɪŋli
starts			stɑˈɹts
startup		stɑˈɹtʌˌp
startups		stɑˈɹtʌˌps
starvation		stɑɹvejˈʃʌn
starve			stɑˈɹv
starved		stɑˈɹvd
starving		stɑˈɹvɪŋ
starwalt		stɑˈɹwʌlt
starwave		stɑˈɹwejˌv
stary			stɛˈɹi
starzyk		stɑˈɹzɪk
stash			stæˈʃ
stashed		stæˈʃt
stashing		stæˈʃɪŋ
stasi			stɑˈsi
stasiak		stɑˈsiæk
stasik			stɑˈsɪk
stasio			stɑˈsiow
stasko			stɑˈskow
stasney		stæˈsni
stasny			stæˈsni
stassen		stæˈsʌn
stassi			stæˈsi
stastny		stæˈstni
staszak		stɑˈʃʌk
staszewski		stʌʃɛˈfski
stat			stæˈt
state			stejˈt
state's		stejˈts
statecraft		stejˈtkɹæˌft
stated			stejˈtʌd
stated(1)		stejˈtɪd
statehood		stejˈthʊˌd
statehouse		stejˈthawˌs
statehouses		stejˈthawˌsɪz
stateless		stejˈtlɪs
stately		stejˈtli
statement		stejˈtmʌnt
statement's		stejˈtmʌnts
statements		stejˈtmʌnts
staten			stæˈtʌn
stater			stejˈtɜɹ
stater's		stejˈtɜɹz
staters		stejˈtɜɹz
states			stejˈts
states'		stejˈts
statesborough		stejˈtsbʌɹow
stateside		stejˈtsajˈd
statesman		stejˈtsmʌn
statesman's		stejˈtsmʌnz
statesmanlike		stʌtɛˈsmʌnlajˌk
statesmanship		stejˈtsmʌnʃɪˌp
statesmen		stejˈtsmɪn
stateswest		stejˌtswɛˈst
statewide		stejˈtwajˌd
statham		stæˈθʌm
stathis		stæˈθɪs
stathopoulos		stʌθɑˈpʌlɪs
static			stæˈtɪk
statin			stejˈtɪn
statin's		stejˈtɪnz
stating		stejˈtɪŋ
statins		stejˈtɪnz
station		stejˈʃʌn
station's		stejˈʃʌnz
stationary		stejˈʃʌnɛˌɹi
stationed		stejˈʃʌnd
stationer		stejˈʃʌnɜɹ
stationers		stejˈʃʌnɜɹz
stationery		stejˈʃʌnɛˌɹi
stationing		stejˈʃʌnɪŋ
stations		stejˈʃʌnz
stations'		stejˈʃʌnz
statism		stejˈtɪˌzʌm
statist		stejˈtɪst
statistic		stʌtɪˈstɪk
statistical		stʌtɪˈstɪkʌl
statistically		stʌtɪˈstɪkʌli
statistically(1)	stʌtɪˈstɪkli
statistician		stæˌtʌstɪˈʃʌn
statisticians		stæˌtɪstɪˈʃʌnz
statistics		stʌtɪˈstɪks
statistics'		stʌtɪˈstɪks
statists		stejˈtɪsts
statler		stæˈtlɜɹ
statoil		stʌtɔjˈl
staton			stæˈtʌn
stats			stæˈts
stattin		stæˈtɪn
statton		stæˈtʌn
statuary		stæˈtʃuɛˌɹi
statue			stæˈtʃuˌ
statues		stæˈtʃuˌz
statuesque		stæˌtʃuɛˈsk
statuette		stæˌtʃuɛˈt
statuettes		stæˌtʃuɛˈts
statum			stæˈtʌm
stature		stæˈtʃɜɹ
status			stæˈtʌs
status(1)		stejˈtʌs
statute		stæˈtʃut
statute's		stæˈtʃuts
statutes		stæˈtʃuts
statutorily		stæˈtʃʌtɔˌɹʌli
statutorily(1)		stæˈtʃjutɔˌɹʌli
statutory		stæˈtʃʌtɔˌɹi
statz			stæˈts
statzer		stæˈtzɜɹ
statzer(1)		stejˈtzɜɹ
staub			stɔˈb
